company_id,company_key,company_name,company_name_variants,company_size,website,domain,industry,founded_in,founded_raw,description,company_type,annual_revenue,employee_total,company_email,linkedin_url,linkedin_description,state,ndis_direct_support,nursing_care_relevance,position_tier_best,people_count,support_coordinator_count,people_with_email_count,source_batch
0216ce02c51d60fb,allinto.org.au,Allinto,,11-50,https://allinto.org.au,allinto.org.au,Non-profit Organizations,,,"Allinto is an independent human and social services coordination and navigation service that operates across Australia and does the hard work for you. 

By working with us, you leverage the collective expertise of a large and experienced team of professionals. 

We are all into supporting you through life’s transitions with information, expertise, and guidance, to allow you to live your best life.",,,38,,https://www.linkedin.com/company/allinto/,,NSW,Unclear,Yes,A,2,2,1,Triple R NSW Campaign 3 Cold Export
74e06a17c9210bb6,anowah.org.au,Anowah Community Living,,11-50,https://anowah.org.au,anowah.org.au,Non-profit Organizations,,2001-11-20T00:00:00.000Z,"Anowah was founded in 1967 as a school for children with intellectual disability in the Fairfield, Liverpool and Cabramatta LGA’s. In 1977 Anowah established a recreation and leisure centre for school leavers with disability, and during 1979 Anowah established residential accommodation for people with disability.

Today, as an NDIS registered provider, Anowah offers supported independent living services, support to access the community, centre based activities, capacity building and skills development for people with disability.

Our history is long and our experience runs deep. We have always put people with disability at the centre of service delivery and decision making. This has set us up well to embrace contemporary views on disability support and actively encourage our clients and families to drive their service delivery.

Our purpose is to support authentic social inclusion of people with disability so they are active and engaged citizens of Sydney’s Western Parkland City.

Our long term ambition is to ensure people with disability have increased social inclusion and independence, and that we have positively influenced access and inclusion with Sydney’s Western Parkland City.",,,16,,https://www.linkedin.com/company/anowah-community-living/,,NSW,Unclear,Yes,A,2,2,2,Triple R NSW Campaign 3 Cold Export
9ffc1fac8116e02e,aass.org.au,Autism Advisory & Support Service,,11-50,https://aass.org.au,aass.org.au,Non-profit Organizations,,2001-11-20T00:00:00.000Z,"The Autism Advisory and Support Service (AASS) provides a range of services to support, advocate, help, educate and guide families who have a family member with Autism as well as the greater community.",,,19,,https://www.linkedin.com/company/autism-advisory-&-support-service/,,NSW,No,No,A,2,2,2,Triple R NSW Campaign 3 Cold Export
70dcc28c06bdab12,bellassai.link,Bellassai Link Cooperation,Bellassai Link,,https://bellassai.link/,bellassai.link,,,,,,,,,,,VIC,Yes,No,A,2,2,1,Triple R VIC Campaign 3 Cold Export
1454fd964ee70195,blairlogie.org,Blairlogie Living and Learning,,,https://www.blairlogie.org/,blairlogie.org,Community Services,,,,,,,,,,VIC,Yes,No,A,2,2,0,Triple R VIC Campaign 3 Cold Export
58d7c66a48250846,breakthrubev.com,Breakthru,,,https://www.breakthrubev.com/,breakthrubev.com,,,,,,,,,https://www.linkedin.com/company/breakthruau/,,NSW,Unclear,No,A,2,2,2,Triple R NSW Campaign 3 Cold Export
2a82eec2223c0695,collective.com,COLLECTIVE,,,https://www.collective.com/,collective.com,,,,,,,,,,,NSW,Yes,No,A,2,2,0,Triple R NSW Campaign 3 Cold Export
c612dfed33f07813,chosen.family,Chosen Family Australia,,11-50,https://www.chosen.family/,chosen.family,Community Services,,,"Chosen Family provide Disability and Mental Health supports which create a community-centric ecosystem.Our services are multicultural, flexible and enriching to all. Our community continues to reimagine how our services will create platforms of equality, inclusion and belonging. We believe our participants should receive flexible care and holistic support. We challenge our biases by reimagining how our services will promote a culture of acceptance and inclusion where you are embraced fully.",,,21,,https://www.linkedin.com/company/chosen-family/,,NSW,Yes,No,A,2,2,2,Triple R NSW Campaign 3 Cold Export
fb9d851f06a21e4d,communityaccessability.com.au,Community Accessability,,,https://communityaccessability.com.au,communityaccessability.com.au,,,,,,,,,,,VIC,Yes,Yes,A,2,2,1,Triple R VIC Campaign 3 Cold Export
522a2e169646bd79,enrichabilities.com.au,Enrich Abilities,,2-10,https://enrichabilities.com.au,enrichabilities.com.au,Hospitals and Health Care,,2001-01-10T00:00:00.000Z,"Enrich Abilities is a registered NDIS Provider that delivers direct support across Assistance with Daily Living, Social & Community Participation, and Support Coordination.

Enrich Abilities is proudly a not-for-profit organisation where any profits are returned to supporting people with disability through community grants, donations and support programs.

We believe that everyone has the potential to thrive, regardless of their circumstances. We believe that even the smallest things can make a big difference in the lives of people with disabilities and that's why we are committed to helping participants purchase the items they need to live their best lives.

Looking to make a referral? Contact us here: https://www.enrichabilities.com.au/referral",,,9,,https://www.linkedin.com/company/enrich-abilities/,,NSW,Unclear,Yes,A,2,2,0,Triple R NSW Campaign 3 Cold Export
